id_usuario,id_universidad,id_grado_academico,titulo_profesional,especialidad,fecha_emision,resolucion,id_tipo_obtencion
781,10,1,BACHILLER EN LITERATURA Y LINGÜISTICA,-,1994-02-18,-,2
781,1,3,Magíster Scientiae en Lingüística Andina y Educación,-,2018-09-05,2270-2018-R-UNA,2
781,10,2,LICENCIADO EN LITERATURA Y LINGUISTICA,-,2000-06-02,-,2
782,19,5,SEGUNDA ESPECIALIDAD PROFESIONAL,INVESTIGACION DIDACTICA Y DOCENCIA EN EDUCACION SUPERIOR,2009-09-04,188-09-CU-R-UANCV,2
782,10,1,BACHILLER EN FILOSOFIA,-,1992-02-17,-,2
782,10,2,LICENCIADO EN FILOSOFIA,-,1997-06-16,-,2
783,1,1,BACHILLER EN CIENCIAS DE LA EDUCACION,-,2003-09-19,1697-2003-R-UNA,2
783,1,2,LICENCIADO EN EDUCACION,LENGUA LITERATURA PSICOLOGIA Y FILOSOFIA,2004-01-30,0148-2004-R-UNA,2
783,10,1,BACHILLER EN LITERATURA,-,1996-02-05,-,2
783,1,3,MAGISTER SCIENTIAE EN LINGÜISTICA ANDINA Y EDUCACION,MENCION EN PLANIFICACION Y GESTION EN EDUCACION BILINGÜE INTERCULTURAL,2013-02-07,0482-2013-R-UNA,2
783,10,1,BACHILLER EN LITERATURA Y LINGUISTICA,-,1996-02-05,-,2
783,10,2,LICENCIADA EN LITERATURA Y LINGÜISTICA,-,1998-01-09,-,2
783,7,5,"SEGUNDA ESPECIALIDAD EN LENGUAS ORIGINARIAS DEL PERÚ, EIB, QUECHUA, AYMARA Y LENGUAS AMAZONICAS",-,2011-10-26,1858-2011-CU-UJCM,2
784,10,2,LICENCIADA EN FILOSOFIA,-,2000-12-28,-,2
784,10,1,BACHILLER EN FILOSOFIA,-,1993-01-08,-,2
784,1,3,Magíster Scientiae en Educación con Mención en: Didáctica de la Educación Superior,-,2022-04-01,0632-2022-R-UNA,2
785,10,1,BACHILLER EN HISTORIA,-,2003-07-03,-,2
785,10,5,SEGUNDA ESPECIALIDAD EN EDUCACION AMBIENTAL Y GEOGRAFIA,-,2015-09-18,R.C.U. 362-2015,2
785,10,3,MAESTRA EN CIENCIAS: EDUCACIÓN CON MENCIÓN EN EDUCACIÓN SUPERIOR,-,2019-04-03,G.Y.T. 006-2019,2
785,10,2,LICENCIADO EN HISTORIA,-,2006-06-02,RCU 301-2006,2
786,10,3,"MAESTRO EN LINGUISTICA DEL TEXTO, COMPRENSION Y PRODUCCION DE TEXTOS",-,2015-12-18,R.C.U. 438-2015,2
786,10,2,LICENCIADO EN LITERATURA Y LINGUISTICA,-,2009-02-06,RCU 042-2009,2
786,10,1,BACHILLER EN LITERATURA Y LINGUISTICA,-,2005-11-25,-,2
787,10,1,BACHILLER EN FILOSOFIA,-,2010-05-14,RCU 163-2010,2
787,10,2,LICENCIADO EN FILOSOFIA,-,2012-04-27,RCU 163-2012,2
788,1,2,LICENCIADO EN CIENCIAS DE LA COMUNICACION SOCIAL,-,2006-11-24,2400-2006-R-UNA,2
788,1,1,BACHILLER EN CIENCIAS DE LA COMUNICACION SOCIAL,-,1998-08-21,1605-98-R-UNA,2
788,1,3,Magíster Scientiae en Gestión de Programas Sociales,-,2020-02-27,0263-2020-R-UNA,2
789,23,3,MAESTRO EN PERIODISMO - REVALIDA,-,2010-09-03,1004-2010-CU-R-USMP,2
789,1,2,LICENCIADO EN CIENCIAS DE LA COMUNICACION SOCIAL,-,2004-11-26,350-2004-P-CTG-UNA,2
789,1,1,BACHILLER EN CIENCIAS DE LA COMUNICACION SOCIAL,-,2004-06-11,1091-2004-R-UNA,2
789,19,1,BACHILLER EN DERECHO,-,2017-12-29,0683-2017-UANCV-CU-R,2
789,1,4,Doctoris Scientiae en Ciencias Sociales,-,2018-08-22,2181-2018-R-UNA,2
789,19,2,ABOGADO,-,2021-12-01,0640-2021-UANCV-CU-R,2
790,22,1,BACHILLER EN EDUCACION,-,2007-09-18,04007-R-07,2
790,1,2,LICENCIADO EN CIENCIAS DE LA COMUNICACION SOCIAL,-,2005-06-30,380-2005-R-UNA,2
790,22,2,LICENCIADO EN EDUCACION,ESPECIALIDAD: LENGUAJE,2009-03-02,00635-R-09,2
790,10,4,DOCTOR EN COMUNICACIÓN Y DESARROLLO,-,2019-05-17,O.G.Y.T. 008-2019,2
790,1,3,Magíster Scientiae en Gestión de Programas Sociales,-,2019-01-10,0037-2019-R-UNA,2
790,1,1,BACHILLER EN CIENCIAS DE LA COMUNICACION SOCIAL,-,2002-05-24,0802-2002-R-UNA,2
791,1,2,LICENCIADO EN CIENCIAS DE LA COMUNICACION SOCIAL,-,2003-07-04,1102-2003-R-UNA,2
791,1,2,LIC. CS. DE LA COMUNICACION SOCIAL,-,2003-07-04,1102-2003-R-UNA,2
791,1,1,BACHILLER EN CS. DE LA COMUNICACION SOCIAL,-,2002-03-01,0296-2002-R-UNA,2
791,1,2,LICENCIADO CIENCIAS DE LA COMUNICACION SOCIAL,-,2003-07-04,1102-2003-R-UNA,2
791,1,1,BACHILLER EN CIENCIAS DE LA COMUNICACION SOCIAL,-,2002-03-07,02966-2002-R-UNA,2
792,1,1,BACHILLER EN CIENCIAS DE LA COMUNICACION SOCIAL,-,2006-05-05,878-2006-R-UNA,2
792,1,2,LICENCIADO EN CIENCIAS DE LA COMUNICACION SOCIAL,-,2006-05-05,878-2006-R-UNA,2
793,1,1,BACHILLER EN CIENCIAS DE LA COMUNICACION SOCIAL,-,1996-06-28,859-96-R-UNA,2
793,1,2,LICENCIADA EN CIENCIAS DE LA COMUNICACION SOCIAL,-,2000-07-19,0902-2000-R-UNA,2
793,1,3,Magíster Scientiae en: Comunicación para el Desarrollo,-,2017-02-10,0440-2017-R-UNA,2
794,1,2,LICENCIADA EN CIENCIAS DE LA COMUNICACION SOCIAL,-,2008-02-15,0232-2008-R-UNA,2
794,1,1,BACHILLER EN CIENCIAS DE LA COMUNICACION SOCIAL,-,2007-01-05,0002-2007-R-UNA,2
794,1,3,Magíster Scientiae en Gestión de Programas Sociales,-,2017-12-15,4027-2017-R-UNA,2
795,1,2,LICENCIADO EN CIENCIAS DE LA COMUNICACION SOCIAL,-,2003-07-04,1102-2003-R-UNA,2
795,1,2,LICENCIADA EN CIENCIAS DE LA COMUNICACION SOCIAL,-,2003-07-04,1102-2003-R-UNA,2
795,49,1,BACHILLER EN CIENCIAS DE LA EDUCACION,-,2006-01-25,2966-CU-2006,2
795,49,2,LICENCIADA EN EDUCACION SECUNDARIA,"LENGUA, LITERATURA Y FILOSOFIA",2006-03-23,2993-CU-2006,2
795,1,2,LIC. CS. DE LA COMUNICACION SOCIAL,-,2003-07-04,1102-2003-R-UNA,2
795,1,2,LICENCIADO CIENCIAS DE LA COMUNICACION SOCIAL,-,2003-07-04,1102-2003-R-UNA,2
795,10,3,MAESTRA EN CIENCIAS,"CON MENCION EN PSICOLOGIA CLINICA - EDUCATIVA, INFANTIL Y ADOLESCENCIAL",2012-07-06,RCU 343-2012,2
795,1,5,SEGUNDA ESPECIALIZACION EN: GESTION Y ADMINISTRACION EDUCATIVA,-,2012-09-14,2024-2012-R-UNA,2
795,1,1,BACHILLER EN CIENCIAS DE LA COMUNICACION SOCIAL,-,2001-08-03,1133-2001-R-UNA,2
795,17,3,MAESTRO EN MARKETING SOCIAL Y COMUNICACIÓN PARA EL DESARROLLO,-,2022-12-22,CU-3794-2022-GT-UNSAAC,2
795,1,1,BACHILLER EN CS. DE LA COMUNICACION SOCIAL,-,2001-08-03,1133-2001-R-UNA,2
795,1,4,"Doctoris Scientiae en Ciencias Sociales, Gestión Pública y Desarrollo Territorial",-,2024-09-16,2559-2024-R-UNA,2
796,1,1,BACHILLER EN CIENCIAS DE LA COMUNICACION SOCIAL,-,1996-06-28,859-96-R-UNA,2
796,10,3,MAESTRO EN CIENCIAS,COMUNICACION,2002-09-06,-,2
796,1,2,LICENCIADO EN CIENCIAS DE LA COMUNICACION SOCIAL,-,1998-12-04,2174-98-R-UNA,2
796,10,5,SEGUNDA ESPECIALIDAD EN: GESTION Y DESARROLLO DE RECURSOS HUMANOS,-,2014-11-21,R.C.U. 518-2014,2
796,10,3,MAESTRO EN CIENCIAS DE LA COMUNICACION,-,2002-09-06,-,2
796,1,4,Doctoris Scientiae en: Ciencias Sociales,-,2017-04-26,1266-2017-R-UNA,2
797,1,2,LICENCIADO EN CIENCIAS DE LA COMUNICACION SOCIAL,-,1997-08-08,1054-97-R-UNA,2
797,36,2,ABOGADO,-,2014-02-14,0124-2014-CU-UIGV,2
797,56,3,MAESTRO EN GESTIÓN PÚBLICA,-,2019-05-28,0176-2019-UCV,2
797,19,1,BACHILLER EN DERECHO,-,2013-05-31,108-13-CU-R-UANCV.,2
798,1,2,LICENCIADO EN ARTE: MUSICA,-,2008-10-24,2744-2008-R-UNA,2
798,1,1,BACHILLER EN ARTE,-,2007-05-25,0938-2007-R-UNA,2
798,7,5,SEGUNDA ESPECIALIDAD EN EDUCACIÓN ARTÍSTICA,CON MENCIÓN EN MÚSICA Y DIRECCIÓN DE BANDAS ESCOLARES,2015-03-25,348-2015-CU-UJCM,2
798,10,3,MAESTRO EN ARTES,-,2015-07-10,R.C.U. 971-2013,2
798,1,4,Doctor en Educación,-,2019-11-15,2893-2019-R-UNA,2
799,10,3,MAESTRO EN ARTES,-,2008-01-18,RCU 004-2008,2
799,10,2,LICENCIADO EN ARTES:,MUSICA,2003-01-31,-,2
799,10,1,BACHILLER EN ARTES:,MUSICA,2001-01-12,-,2
799,10,4,DOCTOR EN CIENCIAS SOCIALES,-,2010-11-19,RCU 609-2010,2
800,10,1,BACHILLER EN ARTES PLASTICAS,-,2002-06-27,-,2
800,10,2,LICENCIADO EN ARTES: PLASTICAS,-,2008-02-15,RCU 033-2008,2
800,10,2,LICENCIACIADO EN ARTES,PLASTICAS,2008-02-15,RCU 033-2008,2
800,10,2,LICENCIADO EN ARTES PLASTICAS,-,2008-02-15,RCU 033-2008,2
800,17,1,BACHILLER EN HISTORIA,-,2018-06-28,1831,2
800,10,3,MAESTRO EN ARTES,-,2021-04-23,O.G.Y.T. 003-2021,2
800,17,2,LICENCIADO EN HISTORIA,-,2022-08-05,CU-2314-2022-GT-UNSAAC,2
801,1,2,LICENCIADO EN ARTE,ARTES PLASTICAS,2006-05-05,878-2006-R-UNA,2
801,1,1,BACHILLER EN ARTE,-,2005-06-30,381-2005-R-UNA,2
801,1,1,BACHILLER EN CIENCIAS DE LA EDUCACION,-,2000-10-06,1456-2000-R-UN,2
801,10,3,MAESTRO EN ARTES,-,2013-10-31,RCU 840-2013,2
801,1,5,Titulo de Segunda Especialidad en Didáctica Universitaria,-,2019-05-14,1112-2019-R-UNA,2
801,1,4,DOCTOR/DOCTORIS SCIENTIAE EN: EDUCACIÓN,-,2017-07-14,2056-2017-R-UNA,2
802,1,1,BACHILLER EN ARTE,-,2009-01-23,0111-2009-R-UNA,2
802,19,2,LICENCIADO EN ADMINISTRACION Y MARKETING,-,2014-10-20,458-14-CU-R-UANCV,2
802,1,2,LICENCIADO EN ARTE: MUSICA,-,2014-05-27,1664-2014-R-UNA,2
802,19,1,BACHILLER EN ADMINISTRACION Y MARKETING,-,2014-07-04,245-14-CU-R-UANCV,2
802,1,3,Magíster Scientiae en Arte y Educación Artística,-,2018-07-26,1903-2018-R-UNA,2
803,22,2,LICENCIADO EN EDUCACION ARTISTICA,ARTES PLASTICAS,2006-12-12,05289-R-2006,2
803,22,1,BACHILLER EN EDUCACION,-,2005-12-07,06004-R-05,2
803,10,3,MAESTRO EN ARTES,-,2007-06-15,RCU 191-2007,2
803,10,1,BACHILLER EN EDUCACION,-,1973-02-15,-,2
803,10,2,PROFESOR DE EDUCACION SECUNDARIA COMUN,ESPECIALIDAD: BIO-QUIMICAS,1973-02-15,-,2
803,1,4,DOCTORIS SCIENTIAE EN: EDUCACIÓN,-,2015-10-22,3131-2015-R-UNA,2
803,22,2,LICENCIADO EN EDUCACION ARTISTICA ESPECIALIDAD EN ARTES PLISTICAS,-,2006-12-12,05289-R-06,2
804,10,1,BACHILLER EN ARTES,PLASTICAS,1992-12-11,-,2
804,10,2,LICENCIADO EN ARTES,PLASTICAS,2000-06-16,-,2
805,10,1,BACHILLER EN ARTES: MÚSICA,-,2002-08-16,-,2
805,10,2,LICENCIADO EN ARTES: MÚSICA,-,2004-02-27,-,2
805,1,3,Magíster Scientiae en Arte y Educación Artística,-,2019-03-26,0648-2019-R-UNA,2
806,1,1,Bachiller en: Arte,-,2005-06-30,381-2005-R-UNA,2
806,1,2,Título Profesional de: Licenciada en Arte: Danza,-,2006-06-02,1171-2006-R-UNA,2
807,1,3,Magíster Scientiae en Arte y Educación Artística,-,2018-11-30,3098-2018-R-UNA,2
807,10,1,BACHILLER EN ARTES,MUSICA,1997-12-15,-,2
807,10,2,LICENCIADO EN ARTES,MUSICA,2003-08-22,-,2
808,19,5,SEGUNDA ESPECIALIDAD PROFESIONAL,EDUCACION BILINGÜE INTERCULTURAL,2009-08-21,188-09-CU-R-UANCV,2
808,36,3,MAESTRO EN INVESTIGACION Y DOCENCIA UNIVERSITARIA,-,2011-04-15,0314-2011-CU-UIGV,2
808,1,2,LICENCIADO EN ARTE,ARTES PLASTICAS,2007-07-06,1287-2007-R-UNA,2
808,10,1,BACHILLER EN EDUCACION,-,1994-10-07,-,2
808,1,1,BACHILLER EN ARTE,-,2006-09-08,1853-2006-R-UNA,2
808,7,2,LICENCIADO EN EDUCACION,ESPECIALIDAD EDUCACION ARTISTICA,2010-07-23,514-2010-CU-UJCM,2
808,19,2,ABOGADO,-,2010-07-23,136-10-CU-R-UANCV,2
808,19,1,BACHILLER EN DERECHO,-,2005-07-05,RES-100-05-CU-R-U,2
808,60,4,DOCTOR EN CIENCIAS DE LA EDUCACION,-,2018-09-10,1909-2018-R-UNE,2
809,1,2,MEDICO VETERINARIO Y ZOOTECNISTA,-,1998-12-04,2174-98-R-UNA,2
809,100,1,BACHILLER EN CIENCIAS DE LA EDUCACION,-,2004-01-05,629-2003/UPEU-CU,2
809,100,2,LICENCIADO EN EDUCACION,ESPECIALIDAD: EDUCACION MUSICAL,2004-04-05,016-2004/UPEU-CU,2
809,129,1,BACHILLER EN EDUCACION ARTISTICA,MUSICA,2014-03-29,016-2014-DG/ESFAP-PUNO,2
809,10,3,MAESTRO EN ARTES,-,2018-05-04,O.G.Y.T. 011-2018,2
810,1,2,LICENCIADA EN ARTE,DANZA,2006-05-05,878,2
810,1,1,BACHILLER EN ARTE,-,2005-06-30,381-2005-R-UNA,2
810,1,2,LICENCIADA EN ARTE : DANZA,-,2006-05-05,878-2006-R-UNA,2
810,1,4,Doctoris Scientiae en Educación,-,2019-07-10,1688-2019-R-UNA,2
810,7,3,MAESTRO EN CIENCIAS DE LA EDUCACIÓN CON MENCIÓN EN DOCENCIA SUPERIOR E INVESTIGACIÓN,-,2018-07-02,1870-2018-CU-UJCM,2
810,1,1,Bachiller en Ciencias de la Educación,-,2017-03-22,0935-2017-R-UNA,2
810,1,3,Maestro en Arte y Educación Artística,-,2021-10-11,1862-2021-R-UNA,2
810,1,2,LICENCIADA EN ARTE: DANZA,-,1969-05-05,878-2006-R-UNA,2
811,1,1,BACHILLER EN CIENCIAS CONTABLES,-,2011-04-29,0874-2011-R-UNA,2
811,100,2,LICENCIADO EN EDUCACION,ESPECIALIDAD: EDUCACION MUSICAL,2005-11-24,456-2005/UPEU-CU,2
811,10,1,BACHILLER EN EDUCACION,-,1995-05-19,-,2
811,10,3,MAESTRO EN ARTES,-,2013-01-11,RCU 013-2013,2
811,100,1,BACHILLER EN CIENCIAS DE LA EDUCACION,-,2005-07-12,907-2004/UPEU-CU,2
812,1,2,LICENCIADO EN ARTE,ARTES PLASTICAS,2007-08-17,1674-2007-R-UNA,2
812,1,1,BACHILLER EN ARTE,-,2007-07-06,1288-2007-R-UNA,2
812,1,2,LICENCIADO EN CIENCIAS DE LA COMUNICACION SOCIAL,-,2011-06-24,1203-2011-R-UNA,2
812,10,3,MAESTRO EN ARTES,-,2013-10-18,RCU 822-2013,2
812,7,5,SEGUNDA ESPECIALIDAD EN EDUCACIÓN ARTÍSTICA,CON MENCIÓN EN ARTES PLASTICAS,2015-03-25,347-2015-CU-UJCM,2
812,1,4,DOCTORIS SCIENTIAE EN: CIENCIAS SOCIALES,-,2017-02-10,0450-2017-R-UNA,2
812,1,1,BACHILLER EN CIENCIAS DE LA COMUNICACION SOCIAL,-,2002-05-24,0802-2002-R-UNA,2
812,1,2,LICENCIADO EN ARTE: ARTES PLASTICAS,-,2007-08-17,1674-2007-R-UNA,2
813,1,2,LICENCIADO EN ARTE: ARTES PLASTICAS,-,2008-04-18,0906-2008-R-UNA,2
813,1,1,BACHILLER EN ARTE,-,2007-05-25,0938-2007-R-UNA,2
813,10,3,MAESTRO EN ARTES,-,2022-12-30,O.G.Y.T. 023-2022,2
814,1,1,BACHILLER EN ARTE,-,2005-06-30,381-2005-R-UNA,2
814,1,5,SEGUNDA ESPECIALIZACION EN: DIDACTICA UNIVERSITARIA,-,2012-12-06,2896-2012-R-UNA,2
814,1,2,Licenciado en Arte: Música,-,2006-03-24,491-2006-R-UNA,2
814,10,3,MAESTRO EN ARTES,-,2012-09-07,RCU 481-2012,2
814,10,4,DOCTOR EN CIENCIAS: EDUCACIÓN,-,2024-05-03,U.G.Y.T. N° 007-2024,2
814,13,1,BACHILLER EN EDUCACION,-,2024-05-23,029144V-2024-R-UAP,2
815,1,1,BACHILLER EN ANTROPOLOGIA,-,1996-12-20,1992-96-R-UNA,2
815,1,2,LICENCIADO EN ANTROPOLOGIA,-,2003-02-14,0286-2003-R-UNA,2
816,1,1,BACHILLER EN ANTROPOLOGIA,-,1996-08-23,1192-96-R-UNA,2
816,1,2,LICENCIADO EN ANTROPOLOGIA,-,1999-05-21,0805-99-R-UNA,2
816,1,3,Magíster Scientiae en Gestión de Programas Sociales,-,2018-12-19,3306-2018-R-UNA,2
816,1,4,Doctoris Scientiae en Ciencias Sociales,-,2022-05-17,0917-2022-R-UNA,2
817,1,3,Magíster Scientiae en: Gestión de Programas Sociales,-,2016-01-26,0233-2016-R-UNA,2
817,1,2,LICENCIADO EN ANTROPOLOGIA,-,2000-12-01,1794-2000-R-UNA,2
817,1,1,BACHILLER EN ANTROPOLOGIA,-,1997-07-04,0857-97-R-UNA,2
817,1,4,Doctoris Scientiae en Ciencias Sociales,-,2025-06-10,1711-2025-R-UNA,2
818,1,2,LICENCIADO EN ANTROPOLOGIA,-,2003-02-14,0286-2003-R-UNA,2
818,10,3,MAESTRO EN CIENCIAS,MENCION PERITACION CRIMINALISTICA,2014-06-06,RCU 263-2014,2
818,1,5,SEGUNDA ESPECIALIZACION EN: DESARROLLO ECONOMICO TERRITORIAL,-,2013-11-21,3602-2013-R-UNA,2
818,19,2,ABOGADO,-,2004-12-23,245-04-CU-R-U,2
818,19,1,BACHILLER EN DERECHO,-,2004-08-13,143-04-CU-R-U,2
818,1,4,DOCTORIS SCIENTIAE EN: CIENCIAS SOCIALES,-,2015-01-30,0244-2015-R-UNA,2
818,1,1,BACHILLER EN ANTROPOLOGIA,-,2001-08-17,1223-2001-R-UNA,2
819,1,1,BACHILLER EN ANTROPOLOGIA,-,1994-01-14,0087-94-R-UNA,2
819,1,2,LICENCIADO EN ANTROPOLOGIA,-,2008-02-15,0232-2008-R-UNA,2
819,1,2,LICENCIADO EN EDUCACION,FISICO MATEMATICAS,1998-06-26,1203-98-R-UNA,2
819,60,4,DOCTOR EN CIENCIAS DE LA EDUCACION,-,2019-01-28,3616-2018-R-UNE,2
819,60,3,Magister en Ciencias de la Educación con mención en Educación Matemática,.,2013-01-31,1101-2012-R-UNE,2
819,1,1,BACHILLER EN CIENCIAS DE LA EDUCACION,-,1997-10-17,1454-97-R-UNA,2
820,1,2,LICENCIADO EN ANTROPOLOGIA,-,2009-07-17,1074-2009-R-UNA,2
820,1,1,BACHILLER EN ANTROPOLOGIA,-,2007-05-25,0938-2007-R-UNA,2
821,1,1,BACHILLER EN CIENCIAS JURIDICAS Y POLITICAS,-,1997-06-27,0851-97-R-UNA,2
821,1,2,ABOGADO,-,1998-01-02,2041-97-R-UNA,2
821,10,5,SEGUNDA ESPECIALIDAD EN GESTION Y DESARROLLO DE RECURSOS HUMANOS,-,2009-09-11,RCU 684-2009,2
821,1,3,Magíster Scientiae en Derecho con Mención en Derecho Civil,-,2018-12-19,3306-2018-R-UNA,2
821,1,4,Doctoris Scientiae en Derecho,-,2024-12-20,3643-2024-R-UNA,2
822,1,1,BACHILLER EN CIENCIAS JURIDICAS Y POLITICAS,-,1996-06-28,859-96-R-UNA,2
822,1,2,ABOGADO,-,1996-12-20,1991-96-R-UNA,2
822,19,3,MAGÍSTER EN: DERECHO MENCIÓN EN: DERECHO CONSTITUCIONAL Y PROCESAL CONSTITUCIONAL,-,2018-12-07,0507-2018-UANCV-CU-R,2
823,1,2,ABOGADO,-,2003-02-14,0286-2003-R-UNA,2
823,1,4,DOCTORIS SCIENTIAE EN: DERECHO,-,2015-08-11,2357-2015-R-UNA,2
823,1,1,BACHILLER EN CIENCIAS JURIDICAS Y POLITICAS,-,2001-11-09,1683-2001-R-UNA,2
823,1,3,MAGISTER SCIENTIAE EN DERECHO,MENCION: DERECHO PENAL,2013-08-08,2238-2013-R-UNA,2
824,1,2,ABOGADO,-,2005-12-30,1876-2005-R-UNA,2
824,49,3,MAGISTER EN DERECHO PROCESAL Y ADMINISTRACION DE JUSTICIA,-,2010-12-16,4306-CU-2010,2
824,1,1,BACHILLER EN CIENCIAS JURIDICAS Y POLITICAS,-,2004-10-07,-,2
825,1,1,BACHILLER EN CIENCIAS DE LA EDUCACION,-,2005-12-30,1877-2005-R-UNA,2
825,1,1,BACHILLER EN CIENCIAS JURIDICAS Y POLITICAS,-,2001-10-26,1617-2001-R-UNA,2
825,130,2,ABOGADO,-,2004-07-15,419-2004-CU-UPM JCM,2
825,51,3,MAESTRO EN CIENCIAS (MAGISTER SCIENTIAE),DERECHO CIVIL Y COMERCIAL,2014-01-23,10734-2014-CU,2
826,1,2,ABOGADO,-,2009-12-18,1933-2009-R-UNA,2
826,1,3,MAGISTER SCIENTIAE EN DERECHO,MENCION EN: DERECHO ADMINISTRATIVO Y GERENCIA PUBLICA,2010-07-30,1594-2010-R-UNA,2
826,1,4,DOCTORIS SCIENTIAE EN DERECHO,-,2011-07-08,1355-2011-R-UNA,2
826,1,2,LICENCIADO EN ADMINISTRACION,-,2008-03-07,0458-2008-R-UNA,2
826,1,1,BACHILLER EN ADMINISTRACION,-,2004-05-07,757-2004-R-UNA,2
826,1,1,BACHILLER EN DERECHO,-,2009-08-21,1233-2009-R-UNA,2
827,1,1,BACHILLER EN CIENCIAS JURIDICAS Y POLITICAS,-,2003-10-03,1779-2003-R-UNA,2
827,1,2,ABOGADO,-,2005-10-14,1161-2005-R-UNA,2
827,1,1,BACHILLER CS. JURIDICAS Y POLITICAS,-,2003-10-03,1779-2003-R-UNA,2
827,1,3,MAGISTER SCIENTIAE EN DERECHO,MENCION EN: DERECHO ADMINISTRATIVO Y GERENCIA PUBLICA,2009-10-30,1611-2009-R-UNA,2
827,1,4,Doctoris Scientiae en Derecho,-,2020-01-29,0137-2020-R-UNA,2
827,77,1,BACHILLER EN EDUCACION,-,2007-06-13,01022-2007-CU-ULADECH,2
827,77,2,LICENCIADO EN EDUCACION,"LENGUA, LITERATURA Y COMUNICACION",2007-06-13,01023-2007-CU-ULADECH,2
827,1,5,Segunda Especialidad en Función Jurisdiccional y Procesal,-,2020-05-20,0431-2020-R-UNA,2
828,1,2,ABOGADO,-,2003-06-06,0996-2003-R-UNA,2
828,1,1,BACHILLER EN CS. JURIDICAS Y POLITICAS,-,2002-05-10,0764-2002-R-UNA,2
828,22,3,MAGISTER EN DERECHO,MENCION EN DERECHO CIVIL Y COMERCIAL,2011-08-09,02999-R-11,2
828,22,4,DOCTORA EN DERECHO Y CIENCIA POLITICA,-,2019-06-20,03030-R-19,2
828,1,1,BACHILLER EN CIENCIAS JURIDICAS Y POLITICAS,-,2002-05-10,764-2002-R-UNA,2
828,41,5,TÍTULO DE SEGUNDA ESPECIALIDAD EN DERECHO AMBIENTAL Y DE LOS RECURSOS NATURALES,-,2009-02-18,-,2
829,1,3,MAGISTER SCIENTIAE EN DERECHO,CON MENCION EN: DERECHO ADMINISTRATIVO Y GERENCIA PUBLICA,2011-08-12,1602-2011-R-UNA,2
829,1,4,DOCTOR/DOCTORIS SCIENTIAE EN: DERECHO,-,2017-08-04,2336-2017-R-UNA,2
829,1,1,BACHILLER EN CIENCIAS JURIDICAS Y POLITICAS,-,2000-07-14,903-2000-R-UNA,2
829,1,2,ABOGADO,-,2002-09-27,1652-2002-R-UNA,2
830,19,3,MAGISTER EN DERECHO,MENCION: DERECHO CONSTITUCIONAL Y PROCESAL CONSTITUCIONAL,2010-09-10,189-10-CU-R-UANCV,2
830,1,2,ABOGADO,-,1992-12-18,1548-92-R-UNA,2
830,1,1,BACHILLER EN CIENCIAS JURIDICAS Y POLITICAS,-,1992-04-21,388-92-R-UNA,2
830,1,5,Segunda Especialidad en Función Jurisdiccional y Procesal,-,2020-05-20,0431-2020-R-UNA,2
830,1,4,Doctoris Scientiae en Derecho,-,2021-02-11,0287-2021-R-UNA,2
831,1,2,ABOGADO,-,2003-02-14,0286-2003-R-UNA,2
831,1,1,BACHILLER EN CIENCIAS JURIDICAS Y POLITICAS,-,2002-04-10,0519-2002-R-UNA,2
831,13,3,MAESTRO EN DERECHO,MENCION EN DERECHO EMPRESARIAL,2011-12-28,9031-2011-R-UAP,2
832,1,1,BACHILLER EN DERECHO,-,2009-04-24,0577-2009-R-UNA,2
832,1,2,ABOGADO,-,2010-03-05,0431-2010-R-UNA,2
832,1,4,Doctoris Scientiae en Derecho,-,2018-11-07,2837-2018-R-UNA,2
832,1,3,MAGISTER SCIENTIAE EN: DERECHO,CON MENCION EN: DERECHO CONSTITUCIONAL Y DERECHOS HUMANOS,2015-04-06,1003-2015-R-UNA,2
833,1,1,BACHILLER EN CIENCIAS JURIDICAS Y POLITICAS,-,2003-06-20,0996-2003-R-UNA,2
833,1,1,BACHILLER CS. JURIDICAS Y POLITICAS,-,2003-06-20,0996-2003-R-UNA,2
833,1,3,MAGISTER SCIENTIAE EN DERECHO,-,2010-01-22,0076-2010-R-UNA,2
833,1,2,ABOGADO,-,2004-10-06,0027-2004-R-UNA,2
833,131,4,TÍTULO UNIVERSITARIO OFICIAL DE DOCTORA DENTRO DEL PROGRAMA DE DOCTORADO: LA GLOBALIZACIÓN A EXAMEN: RETOS Y RESPUESTAS INTERDISCIPLINARES,-,2017-12-27,RESOLUCIÓN Nº 7207-2018-SUNEDU-02-15-02,2
834,49,1,BACHILLER EN DERECHO,-,,1679-CU-1999,2
834,49,2,ABOGADO,-,,1679-CU-1999,2
836,1,2,ABOGADO,-,2003-06-20,0995-2003-R-UNA,2
836,13,1,BACHILLER EN EDUCACION,-,2011-05-31,8340-2011-R-UAP,2
836,1,3,MAGISTER SCIENTIAE,MENCION EN DERECHO CIVIL,2012-12-27,3106-2012-R-UNA,2
876,18,3,MAESTRA EN GESTION AMBIENTAL,-,2006-08-24,2979,2
836,1,5,Segunda Especialidad en Didáctica Universitaria,-,2019-11-15,2896-2019-R-UNA,2
836,1,4,DOCTORIS SCIENTIAE EN: DERECHO,-,2014-12-31,4333-2014-R-UNA,2
836,1,1,BACHILLER EN CIENCIAS JURIDICAS Y POLITICAS,-,2001-10-26,1617-2001-R-UNA,2
836,13,2,LICENCIADO EN EDUCACION,CON MENCION EN CIENCIAS SOCIALES,2011-11-16,8912-2011-R-UAP,2
